RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,RAND_A_slot1,RAND_A_slot2,RAND_A_slot3,RAND_A_slot4,RAND_A_slot5,RAND_A_slot6,RAND_A_slot7,RAND_A_slot8,RAND_A_slot9,RAND_A_slot10,RAND_A_slot11,RAND_A_slot12,RAND_A_slot13,RAND_A_slot14,RAND_A_slot15,RAND_A_slot16,RAND_A_slot17,RAND_A_slot18,RAND_A_slot19,RAND_A_slot20,RAND_A_slot21,RAND_A_slot22,RAND_A_slot23,RAND_A_slot24,RAND_A_slot25,RAND_A_slot26,RAND_A_slot27,RAND_A_slot28,RAND_A_slot29,RAND_A_slot30,RAND_A_slot31,RAND_A_slot32,q20,q21,q24,q15,q14,q16,q17
164,3,7,9a.2c5.c4.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,0758ebd40eabc07452f9506746824b7a,1585091768.4876,904.609,SGHLIC,,2,25,8,22,10,4,23,5,26,14,21,3,17,19,6,13,18,27,11,9,15,30,20,16,1,31,32,28,24,29,12,7,3,8,8,4,1,1,2
166,3,7,7d6.54a.5.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0yRbMNBtqbCgoEPhvuy9uZ7CkWm8C6M30bf_1b1o1Uq5iZxuG5WDclcd4;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,28888ac9f3af0f3fdf3a9ab93511432d,1585092756.72744,944.105,SGHLIC,,6,16,13,29,27,14,23,4,12,1,31,15,28,24,22,32,21,30,8,25,18,5,3,11,10,20,2,17,9,7,26,19,5,4,8,5,2,2,2
163,3,10,8f42.37.f.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,3ec85e9e5d654f0d85c285bd94cc73a3,1585090583.20573,3258.189,SGHLIC,,18,11,2,5,24,19,14,25,16,10,8,28,1,21,6,29,15,3,23,9,20,32,30,7,22,4,26,12,13,27,31,17,,,,,,,
159,3,10,0.04.a590.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR35_8fTiXp-9SbuS9QWhD2ljG5GHrGoYdXIvkUXGeYrA4vgabxMWhSjqfo;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,3f915268fddfa7eecee74198a2f11760,1585089375.05182,4466.367,MIMUW,,15,27,28,7,17,22,5,21,4,31,11,6,20,8,9,1,32,3,19,26,23,12,30,2,10,16,24,29,25,14,18,13,,,,,,,
161,3,10,6.cb6.5e3.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,75e61de3c6e3624f436252f525cc360d,1585089668.97312,4172.459,MIMUW,,28,24,32,21,17,4,6,8,29,30,14,16,27,25,23,1,12,2,19,15,20,18,11,13,5,26,10,7,31,3,9,22,,,,,,,
160,3,10,6cb6.7.a2.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,da5111ccde2b969d8b3319326dab4f2e,1585089522.51848,4318.928,MIMUW,,11,19,24,21,5,26,32,17,4,1,28,15,8,20,29,9,3,30,10,7,12,18,25,16,27,2,31,22,13,14,6,23,,,,,,,
162,3,10,03.57.bc2.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR3b579ivDE1oofNbIaLljmjsHpEPxNY8AhZe4tj0IQnkj9tNY4jU6_ogck;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,b5949e60a85e9a3754a80fb2769c00e0,1585090380.27832,3461.181,MIMUW,,9,23,4,14,11,7,8,31,12,27,1,24,21,26,10,32,30,6,13,29,16,18,22,28,20,25,3,17,5,19,15,2,,,,,,,
165,3,10,980.a64.0.d,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,50386518f6719ec35a9e4079f0e18807,1585092292.05065,2110.729,MIMUW,,26,2,25,28,15,13,11,9,19,20,1,4,16,30,5,32,12,18,14,8,10,3,7,23,31,17,6,22,21,24,29,27,,,,,,,
167,3,7,98.0.9cbb.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1__Nn87yrYUopkpr2ZlPTU2FK-he5flaItk8noByiXUQrCvWrPEBCHf04;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,22ff2b1b5fe4ad7bd81e71e16bf7181b,1585096701.66526,1922.963,SGHLIC,,11,29,14,25,12,10,13,17,26,18,31,7,3,4,21,32,9,5,6,28,23,16,30,19,15,8,27,1,2,24,22,20,2,3,1,5,2,6,2
169,3,10,9a.929.57.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR1wt_C_MapUSWCd9rb_XSBtetH6aYzkZlWQcCkj66Su7r9b1e9ZLUGQTus;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,874bd5c9c71adbcf153bb5335d106769,1585099279.19228,2323.225,MIMUW,,16,6,25,32,3,2,9,23,1,4,28,27,15,8,29,12,21,10,13,19,18,30,11,31,5,17,24,7,26,22,20,14,,,,,,,
168,3,10,7.dd.9559.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR25YDBSog9AmfCIJmjn6m-lBPFGKklCPgjaFP1d1abeD7oZvlylciXLv-s;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,a4dd5193d4cd7bbded09277a2d77a2f2,1585098947.25799,2655.174,MIMUW,,17,7,2,13,4,31,19,27,10,18,25,3,32,22,29,28,20,11,14,12,9,6,30,16,21,5,15,1,8,23,26,24,,,,,,,
170,3,7,925.34.87.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,ace591b8dceedf8e9e5979311b5e5b1e,1585101009.07046,791.766,MIMUW,,19,27,9,15,5,31,7,23,10,6,16,14,22,20,18,13,4,3,24,17,28,8,11,2,25,1,32,12,29,21,26,30,2,3,1,4,2,2,2
171,3,10,9.252.274.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,734c4b3e76e76569e3b7dcd8a2f3b94f,1585112803.69337,3198.196,SGHLIC,,24,27,20,16,7,25,5,12,28,32,6,4,14,3,9,11,19,22,1,21,10,17,15,18,26,30,23,8,29,2,13,31,,,,,,,
172,3,10,9fe.6c.fb.1,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,d288af3cde0e897378f066357aef56c6,1585123152.80293,3649.942,MIMUW,,25,28,6,11,19,10,17,26,22,1,4,24,14,32,20,23,16,29,15,21,31,8,2,7,27,3,5,12,30,9,18,13,,,,,,,
173,3,10,93.ea4.c9.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,fe9c4c309bf7411112117271563cc15d,1585125209.16741,3085.199,MIMUW,,21,19,8,24,17,14,27,6,3,25,18,1,28,10,23,13,4,26,7,22,15,16,30,20,9,32,5,2,31,29,11,12,,,,,,,
176,3,7,71.974.f7.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,935381d3e961839a7ae6f3c1b20fe894,1585128899.64114,371.033,MIMUW,,23,5,6,15,16,13,25,1,11,29,18,12,26,19,2,3,20,10,27,9,31,22,28,21,24,14,7,8,32,4,17,30,3,6,6,9,2,1,1
177,3,7,7d.d81.a9.c,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR2QNN46J-VwfXZzXAPPpHLgXJA09-sVSt2be9Tgn1uPJPYwqR_q5SxO7Jg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,c345900a917e572160c6d7e2487a6f92,1585129064.5324,816.804,MIMUW,,4,27,7,21,28,9,12,30,14,2,1,8,16,5,3,24,6,10,13,18,22,23,26,19,29,31,25,11,15,20,32,17,4,5,1,6,2,5,2
174,3,10,c4e.7a.d4.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,5f20a9b6f9617e905982dde934c849ed,1585126814.47491,3150.17,MIMUW,,28,20,19,8,30,32,21,27,11,26,13,7,4,10,29,22,23,15,17,18,5,16,9,12,2,31,25,1,14,6,24,3,,,,,,,
175,3,10,980.a.0be.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,44bda28b342f3489d18b4e931044215d,1585128535.07923,1867.149,MIMUW,,15,1,2,11,16,14,28,24,12,22,7,29,8,10,32,20,31,27,26,17,5,21,9,13,6,23,18,4,30,25,3,19,,,,,,,
179,3,10,6.cb66.a0.3,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,e9415ba3b3bcd3bc72944147dc25b1b9,1585131158.21031,2844.185,SGHLIC,,23,13,8,17,27,5,26,11,12,16,29,21,10,25,28,9,2,7,30,24,15,18,14,32,1,4,22,31,3,19,20,6,,,,,,,
178,3,10,e4b.2e.4e.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,50db0f4bc28a1235397db97346568cab,1585129252.54364,4749.869,SGHLIC,,9,20,11,16,26,13,29,27,7,5,17,4,2,1,23,30,24,25,21,8,10,22,28,32,14,15,12,18,31,3,19,6,,,,,,,
181,3,10,980.a6.dc.b,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,eafc449d79c193d2a40e194e1c64cd15,1585131952.95069,2049.481,MIMUW,,28,16,1,31,27,24,8,21,3,6,19,26,14,11,32,13,29,4,2,9,7,12,30,18,10,25,5,20,22,23,15,17,,,,,,,
180,3,10,781.7.6be.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,ed19422600a41d24b99f605596b436d0,1585131547.34606,2455.113,SGHLIC,,17,30,19,9,11,6,1,20,27,4,13,21,15,18,10,25,8,22,7,28,31,3,16,29,26,2,5,23,14,32,12,24,,,,,,,
183,3,10,90.e8.e0b.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR3cVzttG4MubnjXHAjcnl0kKXc5iX79B2LYQFm1cXsC4MRVQmDWrzDjf1U;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,6ac293a662fad1bcece9452ceb331bb7,1585133050.74033,4552.122,MIMUW,,16,31,24,21,19,6,11,29,5,25,13,9,4,32,20,27,3,1,12,2,26,8,23,22,17,18,10,15,30,7,14,28,,,,,,,
182,3,10,9.801.b37.6,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi8;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=8,51ef7845ccfd7911d4aacc6cc08a45b5,1585132331.00971,5271.867,LAW,,24,4,9,21,8,29,5,19,10,1,28,7,27,11,13,3,32,15,6,26,2,16,17,22,14,12,30,23,31,25,20,18,,,,,,,
184,3,10,90e.8e.0b.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR3cVzttG4MubnjXHAjcnl0kKXc5iX79B2LYQFm1cXsC4MRVQmDWrzDjf1U;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,c3fd29110ebe1763769e0b919f3690ec,1585133100.06734,4502.823,MIMUW,,12,28,3,14,9,24,20,30,17,4,5,11,27,16,18,19,8,22,10,1,23,31,32,2,21,13,6,7,29,25,15,26,,,,,,,
185,3,10,9808.a.7c.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2tyM1xKiD9CIih5sk3Dzoyn2-wF2u_OEF5KD1i_yDl2puzVZ50YbuEyUM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,b6bfa6b1f6c6ddc750efa185e135eb30,1585136849.3376,4353.11,SGHLIC,,1,24,6,31,32,17,18,7,29,3,25,30,2,10,13,14,22,12,9,19,16,27,26,15,21,8,23,4,28,5,20,11,,,,,,,
186,3,10,6.cb66.a3.8,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,01e43560b83df0ab2e2b30c0a7e8c5ee,1585136892.19436,4310.268,MIMUW,,30,1,3,13,29,31,14,22,15,16,11,7,8,12,20,9,32,18,10,21,4,27,6,28,25,17,26,19,2,23,5,24,,,,,,,
187,3,7,9.8ad.5e5.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1Oj-KhdhrnKK0QJZufcg6S0rVE8xCLyd6BZodQWBYm_fjayPe3wB2lfhE;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,025fe696feffecf8c4907948c41f68d2,1585140978.76721,778.472,SGHLIC,,6,32,23,9,15,4,31,8,5,10,25,22,24,19,29,26,28,21,7,3,27,12,20,30,16,11,18,13,1,14,2,17,6,8,9,6,1,6,1
188,3,10,e.4b2.905.2,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,9da07971b8fcd4212b048c083d8caadc,1585142990.78402,1811.787,SGHLIC,,7,12,32,4,3,31,19,22,27,11,5,15,26,30,28,21,9,29,16,18,8,2,6,20,23,10,13,17,24,1,14,25,,,,,,,
190,3,7,8e.f2.dfd.9,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0_AZR7Vl-D-sUqtJuEBzTCZzD7dyqGvvMnMqaLg85l7kcfgVzOS20ZJvU;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,742a1d8341a7b25cefaa7df4b06d421a,1585145942.38849,779.9,SGHLIC,,24,15,9,26,23,11,10,12,8,21,31,32,16,6,27,4,18,14,25,2,29,7,19,20,3,28,22,5,30,1,17,13,2,6,1,3,2,3,2
189,3,10,980.a6d.5.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0X1Ap4EOi8K2Mn8NsvBBn5sQ2ft6r86d0QXVbrLbM-5ZuXSt76ZVGP5bQ;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,11d8e7d8c22e46d2fd030e79a49ac1e8,1585144649.42162,3753.354,SGHLIC,,23,24,9,11,25,3,19,1,12,4,15,16,21,32,5,17,30,27,29,14,22,31,18,10,2,26,6,7,13,28,20,8,,,,,,,
192,3,10,7d.d81.c7.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,60d849bb8d10af9b36cc3ee52e8a9762,1585147515.29724,4486.715,SGHLIC,,6,19,2,27,22,23,25,28,20,31,29,21,1,9,11,30,16,15,24,7,13,8,12,14,5,18,26,4,17,3,10,32,,,,,,,
193,3,10,7d.d8.1c7.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,1d5ddcc798e71226361208b80cb06c8e,1585147546.25067,4455.775,SGHLIC,,31,12,30,32,10,29,6,16,27,14,2,17,23,13,24,7,3,15,1,20,11,5,25,22,8,18,21,19,9,28,26,4,,,,,,,
194,3,10,e.465.21e.a,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,d346d536291779a3f55141c7ac89c9eb,1585147563.98634,4438.054,SGHLIC,,18,25,17,9,1,3,32,21,8,20,4,10,13,22,7,30,27,2,12,26,31,5,28,11,24,6,29,15,16,19,14,23,,,,,,,
191,3,10,7.dd8.1c7.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,3e151d9392be7fad795063a6c9f5a694,1585147511.46943,4490.587,SGHLIC,,17,31,13,22,29,24,19,6,9,11,7,14,23,32,12,30,3,28,4,15,26,25,10,27,5,2,16,8,20,21,18,1,,,,,,,
214,3,7,e46.5c5.6.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,87d1f76998a5afab69202feaead5f525,1585158461.14947,448.817,SGHLIC,,2,24,11,22,9,6,30,3,28,27,5,12,10,32,8,13,29,26,25,19,4,16,7,15,31,17,18,21,20,14,23,1,3,8,9,4,2,2,2
195,3,9,6cb.65.e2.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,5e4cc34aa7437349899316cd6e582858,1585158078.07079,3156.849,SGHLIC,,19,15,30,20,28,10,9,4,5,24,2,21,22,31,6,11,7,3,26,17,14,13,27,8,25,12,23,16,18,32,1,29,,,,,,,
234,3,7,9.8.0a26f.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR0MzBPsVh4ZkjPhLk6TZwQfCe0_fnFwe6jHrIHxitlmNPQaHit5oPf0krw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,4a81d37e59743f3eada64f8b32672652,1585161587.61404,733.243,SGHLIC,,17,10,14,1,4,31,30,25,8,5,11,26,16,21,9,3,15,18,7,19,24,23,13,22,6,2,28,29,20,27,32,12,3,3,1,5,2,2,2
208,3,10,980e.c.3c.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;fbclid=IwAR1Kzs_qgd-mlO2XFzor4D2a0B0ad7_bxNwZy3cgue5JriaVJ8Bs2rkqBBA;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,6a9ce6b5f5bb497e045ef271992334d7,1585158349.50644,4452.895,SGHMAG,,2,16,7,27,30,28,20,17,4,22,10,32,19,8,9,21,25,12,23,29,6,15,31,1,3,14,24,5,18,11,13,26,,,,,,,
202,3,10,6cb.6.5e2.0,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,76e189481c53e8c0e86e822a679e3017,1585158307.64456,4494.77,SGHMAG,,1,3,31,26,2,10,20,13,25,19,28,18,8,23,21,12,17,30,29,16,27,9,32,6,24,15,4,7,5,11,22,14,,,,,,,
196,3,10,6c.b6.5e2.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,0dc4ff8d9426b82b640fdac5229fa00f,1585158078.77632,4723.651,SGHLIC,,11,22,14,28,4,3,10,16,17,30,20,1,32,24,31,2,6,8,7,18,15,19,21,25,12,27,9,13,26,5,29,23,,,,,,,
229,3,10,ef.cc.73a.f,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,6ab8c6d46c0ce827be83c1e94c44ff90,1585160462.17053,2340.269,SGHLIC,,5,11,13,32,24,1,20,21,3,23,25,10,6,2,16,30,26,19,22,29,7,4,27,28,31,17,8,15,9,18,14,12,,,,,,,
226,3,10,15.ea5b.f.5,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR1nJ9_8kRlrH_-5kc4WTMeWiXfZ3Wa1_VC_PmbaS6zJqh3yfbzF8pAWUiw;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,b9fe23e208c139688bddcc540dfd9343,1585159156.22943,3646.223,SGHLIC,,5,22,3,7,18,27,6,20,23,4,8,29,13,1,30,31,12,25,10,17,2,24,16,11,21,19,15,32,26,28,9,14,,,,,,,
225,3,10,9f.b1.d92.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimi0;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=9,9cf6deed3f80807a06aa7e2c2ef1df48,1585159008.72044,3793.744,SGHMAG,,5,26,29,2,24,22,31,18,1,23,19,8,30,13,15,14,11,7,21,28,10,12,6,9,17,25,27,4,32,3,16,20,,,,,,,
228,3,10,02.6411.4.7,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimhg;fbclid=IwAR1SqqhGMKJecZ9e-9kEZLBgEOouU4x-YjsnfizdPOx7RfxUX4hgxxG17WM;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=7,011b2ce16a3b64128109e6806b7da3ba,1585159966.21586,2836.262,MIMUW,,10,30,12,7,6,27,31,26,18,1,24,5,8,32,19,4,14,17,9,23,29,28,22,20,16,13,3,15,21,2,11,25,,,,,,,
220,3,10,9ce5.9.40.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,88b8fb284066d4c93ad3aa8972c2f604,1585158657.1302,4145.362,SGHLIC,,3,25,5,17,27,28,30,21,26,4,15,18,32,11,10,16,12,24,1,8,29,7,31,14,6,13,9,2,20,22,19,23,,,,,,,
224,3,10,96.85.248.4,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR2LwRpIWk7YlVUQjfBvrO_mvNawaKQ1l71sX7bLAulp2J97inx2wp0r0io;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,6e2b9cad6d75f02c6e0996d0ff72c8bd,1585158874.39842,3928.108,SGHLIC,,6,29,30,17,4,2,5,20,18,27,12,24,1,13,7,3,23,9,15,8,32,16,11,22,21,25,31,10,28,14,19,26,,,,,,,
200,3,10,9.e63.d3e.e,https://de1.surveyengine.com/bin/play.pl?s=4no2dsphvd24v6u687uadr93kk8sn6k9105l1v41ht2ni37rkr4h3p285f8d1dgvmclimho;fbclid=IwAR3ZlX-Y0c9ssD_LBm5kkuRZ5WDg-kWU0mRj4NaHTdO9G_3m4_RgBr7pgSg;client_id=ad77340_student_sgh_waw_pl;survey_name=CSR_preferences;c=6,bab243beb213bc2d761052f62df7c962,1585158281.37811,4521.143,SGHLIC,,15,28,17,13,26,31,14,3,21,23,16,25,30,24,5,2,7,22,18,27,4,8,11,10,19,6,20,29,1,9,12,32,,,,,,,
